recdate,legendtextkind,textcat,textsubcat,text,lkey,legtextkey
This map unit linked to dmu: 30788 
The taxonomic unit description is: 95IL-001-036 
The map unit representative pedon is: 84IL-013-012 
These soils previously correlated Seaton in warm mesic areas in Pike County.
30,788




216D3
Stookey silt loam, 10 to 18 percent slopes, severely eroded
This map unit linked to dmu: 30789 
The taxonomic unit description is: 95IL-001-036 
The map unit representative pedon is: ???
These soils previously correlated Seaton in warm mesic areas in Pike County.
30,789

 


242A
Kendall silt loam, 0 to 2 percent slopes
This map unit linked to dmu: 43903 
The taxonomic unit description is: 98IL-041-022 
The map unit representative pedon is: 98IL-041-022 Some areas of Stronghurst soils (278A) on terrace positions will be correlated to this map unit.
43,903

 


257A
Clarksdale silt loam, 0 to 2 percent slopes
This map unit linked to dmu: 30790 
The taxonomic unit description is: 95IL-021-010 (OSD pedon) 
The map unit representative pedon is: 95IL-021-010
30,790

 


257B
Clarksdale silt loam, 2 to 5 percent slopes
This map unit linked to dmu: 30791 
The taxonomic unit description is: 95IL-021-010 (OSD pedon) 
The map unit representative pedon is: 80IL-009-014
30,791

 


264D3
El Dara sandy loam, 10 to 18 percent slopes, severely eroded
This map unit linked to dmu: 30794 
The taxonomic unit description is: 96IL-001-059 (OSD pedon) 
The map unit representative pedon is: These areas correlated to Lamont in non-cretaceous areas of Pike County.
30,794

 


264E2
El Dara sandy loam, 18 to 25 percent slopes, eroded
This map unit linked to dmu: 30795 
The taxonomic unit description is: 96IL-001-059 (OSD pedon) 
The map unit representative pedon is: ???
These soils are correlated Lamont in non-cretaceous areas in Pike County.
30,795

 


264G
El Dara fine sandy loam, 35 to 60 percent slopes
This map unit linked to dmu: 30796 
The taxonomic unit description is: 96IL-001-059 (OSD pedon) 
The map unit representative pedon is: ???
These soils correlated Lamont in non-cretaceous areas in Pike County.
This mapunit is less acid in the lower part of the profile than defined for the series.
30,796

 


267A
Caseyville silt loam, 0 to 2 percent slopes
This map unit linked to dmu: 30797 
The taxonomic unit description is: 97IL-149-034 
The map unit representative pedon is: 97IL-149-034 
These soils previously correlated Stronghurst in warm mesic areas in Pike County. These soils are not as gray in the upper part of the argillic horizon as defined for the series.  They are taxadjuncts that classify as fine-silty, mixed, superactive, mesic Aquic Hapludalfs.
30,797

 


267B
Caseyville silt loam, 2 to 5 percent slopes
This map unit linked to dmu: 30798 
The taxonomic unit description is: 97IL-149-034 
The map unit representative pedon is: 87IL-149-020 
These soils were previously correlated Stronghurst in warm mesic areas in Pike County. These soils are not as gray in the upper part of the argillic horizon as defined for the series.  In Pike County these soils classify as fine-silty, mixed, superactive, mesic Aquic Hapludalfs.
30,798

 


271C3
Timula silt loam, 5 to 10 percent slopes, severely eroded
This map unit linked to dmu: 46796 
The taxonomic unit description is: 95IL-001-037 
The map unit representative pedon is: 88IL-149-021 This map unit has carbonates at 7 inches and classifies as Typic Eutrudept but is not considered a taxadjunct. The low chroma colors in the TUD are considered to be relict and not redox features.
46,796

 


271D3
Timula silt loam, 10 to 18 percent slopes, severely eroded
This map unit linked to dmu: 46797 
The taxonomic unit description is: 95IL-001-037 
The map unit representative pedon is: 88IL-149-024 
These soils in Pike County have carbonates at the surface, no Bw horizons, and classify as fine-silty, mixed, superactive, mesic Typic Udorthents.  They are taxadjuncts. The low chroma colors in the TUD are relict and not indicative of wetness.
46,797

 


274B
Seaton silt loam, 2 to 5 percent slopes
This map unit linked to dmu: 32350 
The taxonomic unit description is: 83IL-195-120 
The map unit representative pedon is: 83IL-195-120 Correlated in cool, mesic areas of Pike County, primarily along the Brown County line.
32,350

 


274F
Seaton silt loam, 18 to 35 percent slopes
This map unit linked to dmu: Fulton Co. 
The taxonomic unit description is: 83IL-195-120 
The map unit representative pedon is: 94IL-057-115. Correlated in cool, mesic areas of Pike County, primarily along the Brown County line.

274G
Seaton silt loam, 35 to 60 percent slopes
This unit in Schuyler Co. is linked to DMU ID 29040, but has the same rep. Pedons. Do they join and should they be linked to the same DMU?Should be the same
This map unit linked to dmu: 42594 29040
The taxonomic unit description is: 83IL-195-120 
The map unit representative pedon is: 93IL-057-026 Correlated for units in cool, mesic area for joining, mainly along the Brown County line.  Other areas of 274G are correlated to Seaton-Timula complex (cool mesic) or Stookey and Timula, undiff (warm mesic).
42,594
29040

 


278A
Stronghurst silt loam, 0 to 2 percent slopes
This map unit linked to dmu: 41142 
The taxonomic unit description is: 82IL-011-072 
The map unit representative pedon is: 82IL-011-072 Correlated in cool mesic areas in Pike County.  Warm mesic areas correlated to Caseyville.
41,142

 


279B
Rozetta silt loam, 2 to 5 percent slopes
This map unit linked to dmu: 30803 
The taxonomic unit description is: 95IL-057-001 
The map unit representative pedon is: 95IL-057-001 Correlated in cool mesic areas in Pike County.  Warm mesic areas correlated to Winfield.
30,803

 


279C2
Rozetta silt loam, 5 to 10 percent slopes, eroded
This map unit linked to dmu: 29042 
The taxonomic unit description is: 95IL-057-001 
The map unit representative pedon is: 93IL-057-065 Correlated in cool mesic areas in Pike County.  Warm mesic areas correlated to Winfield.
29,042

 


279C3
Rozetta silty clay loam, 5 to 10 percent slopes, severely eroded
This map unit linked to dmu: 30805 
The taxonomic unit description is: 95IL-057-001 
The map unit representative pedon is: 90IL-057-047 Correlated in cool mesic areas in Pike County.  Warm mesic areas correlated to Winfield.
30,805

 


280B
Fayette silt loam, 2 to 5 percent slopes
This map unit linked to dmu: 32358 
The taxonomic unit description is: 84IL-195-315 
The map unit representative pedon is: 84IL-195-315 Correlated in cool mesic areas in Pike County.  Warm mesic areas correlated Menfro.
The lower part of the Bt horizon in many pedons is silt loam; series as written allows only silty clay loam,. BC horizons were previously described with clay films: the horizons are now Bt horizons.
32,358

 


280C2
Fayette silt loam, 5 to 10 percent slopes, eroded
This map unit linked to dmu: 28294 
The taxonomic unit description is: 84IL-195-315 
The map unit representative pedon is: 93Il-057-013 Correlated in cool mesic areas in Pike County.  Warm mesic areas correlated Menfro.
The lower part of the Bt horizon in many pedons is silt loam; series as written allows only silty clay loam,. BC horizons were previously described with clay films: the horizons are now Bt horizons.
28,294

 


280C3
Fayette silty clay loam, 5 to 10 percent slopes, severely eroded
This map unit linked to dmu: 41146 
The taxonomic unit description is: 84IL-195-315 
The map unit representative pedon is: 83Il-011-102 Correlated in cool mesic areas in Pike County.  Warm mesic areas correlated Menfro.
The lower part of the Bt horizon in many pedons is silt loam; series as written allows only silty clay loam,. BC horizons were previously described with clay films: the horizons are now Bt horizons.
41,146

 


280D2
Fayette silt loam, 10 to 18 percent slopes, eroded
This map unit linked to dmu: 29046 
The taxonomic unit description is: 84IL-195-315 
The map unit representative pedon is: 89IL-057-027 Correlated in cool mesic areas in Pike County.  Warm mesic areas correlated Menfro.
The lower part of the Bt horizon in many pedons is silt loam; series as written allows only silty clay loam,. BC horizons were previously described with clay films: the horizons are now Bt horizons.
29,046

 


280D3
Fayette silty clay loam, 10 to 18 percent slopes, severely eroded
This map unit linked to dmu: 46101 
The taxonomic unit description is: 84IL-195-315 
The map unit representative pedon is: 87IL-187-068 Correlated in cool mesic areas in Pike County.  Warm mesic areas correlated Menfro.
The lower part of the Bt horizon in many pedons is silt loam; series as written allows only silty clay loam,. BC horizons were previously described with clay films: the horizons are now Bt horizons.
46,101

 


283B
Downsouth silt loam, 2 to 5 percent slopes
This map unit linked to dmu: 30806 
The taxonomic unit description is: 95Il-001-043 
The map unit representative pedon is: 95IL-001-043 
These soils previously correlated Downs in warm mesic areas in Pike County.
30,806

 


283C2
Downsouth silt loam, 5 to 10 percent slopes, eroded
This map unit linked to dmu: 30807 
The taxonomic unit description is: 95IL-001-043 
The map unit representative pedon is:???
These soils previously correlated Downs in warm mesic areas of Pike County.
30,807

 


403G
Elizabeth very channery silt loam, 35 to 60 percent slopes
This map unit linked to dmu: 46898 
The taxonomic unit description is: OSD pedon 
The map unit representative pedon is:???Pike Co. TP
46,898

 


441B
Wakenda silt loam, 2 to 5 percent slopes
This map unit linked to dmu: 30822 
The taxonomic unit description is: 95IL-001-039 
The map unit representative pedon is: 95IL-001-039 
These soils previously correlated Tama in warm mesic areas of Pike County.
30,822

 


472D2
Baylis silt loam, 10 to 18 percent slopes, eroded
This map unit linked to dmu: 30827 
The taxonomic unit description is: 95Il-149-032 
The map unit representative pedon is:???
30,827

 


472E2
Baylis silt loam, 15 to 30 percent slopes, eroded
This map unit linked to dmu: 30828 
The taxonomic unit description is: 95IL-149-032 
The map unit representative pedon is: 95IL-149-032
30,828

 


477B
Winfield silt loam, 2 to 5 percent slopes
This map unit linked to dmu: 30831 30829?
The taxonomic unit description is: 85IL-149-025 
The map unit representative pedon is: 875IL-149-0215 
These soils previously correlated Rozetta in warm mesic areas of Pike county.  Water table is 4-6 ft in these soils.
30,829

 


477C2
Winfield silt loam, 5 to 10 percent slopes, eroded
This map unit linked to dmu: 30830 
The taxonomic unit description is: 85IL-149-025 
The map unit representative pedon is: 84IL-013-010 
These soils previously correlated Rozetta in warm mesic areas of Pike County.  Water table is 4-6 ft in these soils.
30,830

 


477C3
Winfield silty clay loam, 5 to 10 percent slopes, severely eroded
This map unit linked to dmu: 30831 
The taxonomic unit description is: 85IL-149-025 
The map unit representative pedon is: 87IL-149-021 
These soils previously correlated Rozetta in warm mesic areas in Pike County.  Water table is 4-6 ft in these soils.
30,831

 


515C2
Bunkum silt loam, 5 to 10 percent slopes, eroded
This map unit linked to dmu: 30833 
The taxonomic unit description is: 97IL-001-022 
The map unit representative pedon is: 97IL-001-022 
Previously correlated as Blair in pre-Illinoian till areas of Pike County.  In some areas this soil formed in materials not specified in the OSD, e.g. cretaceous deposits and Illinoian outwash.
30,833

 


515C3
Bunkum silty clay loam, 5 to 10 percent slopes, severely eroded
This map unit linked to dmu: 30834 
The taxonomic unit description is: 97IL-001-022 
The map unit representative pedon is: ???
Previously correlated as Blair in pre-Illinoian till areas. In some areas these soils formed in materials not specified on the osd, e.g. cretaceous deposits and Illinoian outwash.
30,834

 


515D2
Bunkum silt loam, 10 to 18 percent slopes, eroded
This map unit linked to dmu: 30835 
The taxonomic unit description is: 97IL-001-022 
The map unit representative pedon is: ???
Previously correlated Blair in pre-Illinoian till  areas. In some areas these soils formed in materials not specified on the osd, e.g. cretaceous materials, Illinoian outwash.
30,835

 


515D3
Bunkum silty clay loam, 10 to 18 percent slopes, severely eroded
This map unit linked to dmu: 30836 
The taxonomic unit description is: 97IL-001-022 
The map unit representative pedon is: ???
Previously correlated Blair in pre-Illinoian till areas. 
These soils formed in materials not specified in the osd, e.g. cretaceous deposits, Illinoian outwash.
30,836

 


549E2
Marseilles silt loam, 18 to 25 percent slopes, eroded
This map unit linked to dmu: 46900 
The taxonomic unit description is: 85IL-011-030 (OSD pedon) 
The map unit representative pedon is: ???
Previously correlated Gosport.
46,900

 


549F
Marseilles silt loam, 18 to 35 percent slopes
This map unit linked to dmu: 42788 
The taxonomic unit description is: 85IL-011-030 
The map unit representative pedon is: 89IL-109-022 
Previously correlated Gosport.
42,788

 


549G
Marseilles silt loam, 35 to 60 percent slopes
This map unit linked to dmu: 42789 
The taxonomic unit description is: 85IL-011-030 (OSD pedon) 
The map unit representative pedon is: 85IL-011-030 
Previously correlated Gosport.
42,789

 


559F
Lindley loam, 18 to 35 percent slopes
This map unit linked to dmu: 30843 
The taxonomic unit description is: 96IL-001-073 
The map unit representative pedon is: 96IL-001-073 
Previously correlated Hickory or Seaton-Hickory.  These areas have steep wooded slopes in pre-Illinoian till areas.
30,843

 


559G
Lindley loam, 35 to 60 percent slopes
This map unit linked to dmu: 30844 
The taxonomic unit description is: 96IL-001-073 
The map unit representative pedon is: ???
Previously correlated Hickory in pre-Illinoian till areas.
30,844

 


606F
Goss gravelly silt loam, 18 to 35 percent slopes
This map unit linked to dmu: 30845 
The taxonomic unit description is: 96IL-001-023 
The map unit representative pedon is: 84IL-013-015
30,845
606G
Goss gravelly silt loam, 35 to 60 percent slopes
This map unit linked to dmu: 30846 
The taxonomic unit description is: 96IL-001-023 
The map unit representative pedon is: 96IL-001-023
30,846

 


630B2
Navlys silt loam, 2 to 5 percent slopes, eroded
This map unit linked to dmu: 47258 
The taxonomic unit description is: 93IL-057-011 
The map unit representative pedon is: Navlys replaces Sylvan on slopes less than 10%.
47,258

 


630C2
Navlys silt loam, 5 to 10 percent slopes, eroded
This map unit linked to dmu: 45601 
The taxonomic unit description is: 93IL-057-011 
The map unit representative pedon is: 86IL-149-010 Navlys replaces Sylvan soils on slopes less than 10%.
45,601

 


630C3
Navlys silty clay loam, 5 to 10 percent slopes, severely eroded
This map unit linked to dmu: 29073 
The taxonomic unit description is: 93IL-057-011 
The map unit representative pedon is: 93IL-057-011 Navlys replaces Sylvan on slopes less than 10%.
29,073

 


651D2
Keswick loam, 10 to 18 percent slopes, eroded
This map unit linked to dmu: 30851 
The taxonomic unit description is: 95IL-001-022 
The map unit representative pedon is: ???
Previously mapped Hickory and Ursa soils in pre-Illinoian till areas. These soils have water table at 2-3 ft. and are oxyaquic rather than aquic.  They are taxadjuncts that classify as Fine, smectitic, mesic Oxyaquic Vertic Hapludalfs.
30,851

 


651D3
Keswick clay loam, 10 to 18 percent slopes, severely eroded
This map unit linked to dmu: 30852 
The taxonomic unit description is: 95IL-001-022 
The map unit representative pedon is: ???
Previously mapped Hickory and Ursa in pre-Illinoian till area. These soils have water table at 2-3 ft. and are oxyaquic rather than aquic.  They are taxadjuncts that classify as Fine, smectitic, mesic Oxyaquic Vertic Hapludalfs.
30,852

 


651E2
Keswick loam, 18 to 25 percent slopes, eroded
This map unit linked to dmu: 30853 
The taxonomic unit description is: 95IL-001-022 
The map unit representative pedon is: 95IL-001-022 
Previously mapped Hickory and Ursa in pre-Illinoian till area. These soils have water table at 2-3 ft. and are oxyaquic rather than aquic.  They are taxadjuncts that classify as Fine, smectitic, mesic Oxyaquic Vertic Hapludalfs.
30,853

 


652C2
Passport silt loam, 5 to 10 percent slopes, eroded
This map unit linked to dmu: 30854 
The taxonomic unit description is: 95IL-001-011 
The map unit representative pedon is: 95IL-001-011 
Previously mapped Blair in the Illinoian till areas.
30,854

 


652C3
Passport silty clay loam, 5 to 10 percent slopes, severely eroded
This map unit linked to dmu: 30855 
The taxonomic unit description is: 95IL-001-011 
The map unit representative pedon is: ???
Previously mapped Blair in Illinoian till areas.
30,855

 


652D2
Passport silt loam, 10 to 18 percent slopes, eroded
This map unit linked to dmu: 46786 
The taxonomic unit description is: 95IL-001-011 
The map unit representative pedon is: ???
Previously mapped Blair in Illinoian till areas.
46,786

 


652D3
Passport silty clay loam, 10 to 18 percent slopes, severely eroded
This map unit linked to dmu: 46787 
The taxonomic unit description is: 95IL-001-011 
The map unit representative pedon is: ???
Previously mapped Blair in Illinoian till areas.
46,787

 


655D2
Ursa silt loam, moderately wet, 10 to 18 percent slopes, erodedSchuyler Co. is also linked to DMU ID 30860, but is not called mod. wet phase and has different rep. Pedons listed? Pedons agree now
This map unit linked to dmu: 30860 
The taxonomic unit description is: 95IL-0019-02730(OSD pedon) 
The map unit representative pedon is: 95IL-0019-02730
Previously mapped 605D2.  These soils are moderately wet with water table 4-6 ft.  Ursa soils in pre-Illinoian till areas correlated to Keswick.
30,860

 


655D3
Ursa silty clay loam, moderately wet, 10 to 18 percent slopes, severely eroded
This map unit linked to dmu: 30861 
The taxonomic unit description is: 95IL-001-027 -009-030(OSD pedon) 
The map unit representative pedon is: 95IL-009-030 
Previously mapped 605D3.  These soils are moderately wet with water table 4-6 ft.  Ursa soils in pre-Illinoian till areas correlated to Keswick.
30,861

 


655E2
Ursa silt loam, moderately wet, 18 to 25 percent slopes, eroded
This map unit linked to dmu: 46902 
The taxonomic unit description is: 95IL-001-027 -009-030(OSD pedon) 
The map unit representative pedon is: 95IL-009-030 
Previously mapped 605E2.  These soils are moderately wet with water table 4-6 ft.  Ursa soils in pre-Illinoian till areas correlated to Keswick.
46,902

 


699A
Timewell silt loam, 0 to 2 percent slopes
This map unit linked to dmu: 46791 
The taxonomic unit description is: 97IL-009-011 
The map unit representative pedon is: 97IL-009-011 88IL-169-026
Previously mapped Herrick in cool mesic area.
46,791

 


785G
Lacrescent channery silt loam, 35 to 60 percent slopes
This map unit linked to dmu: 30863 
The taxonomic unit description is: 87IL-149-028 
The map unit representative pedon is: 87IL-149-028 
These soils have mollic epipedon greater than 24 inches thick.  They are not cumulic because slopes are greater than25% and they are not taxadjuncts.These soils have carbonates above a depth of 20 inches, and have reactions higher than neutral in the A and B horizons They classify as Pachic Hapludolls, and are taxadjuncts??
30,863

 


835G
Earthen Dam  
This map unit linked to dmu: 32991 
Previously shown as symbol for 'large dam.'
32,991

 


856E2
Stookey and Timula soils, 18 to 25 percent slopes, eroded
This map unit linked to dmu: 46896 
The taxonomic unit description is: Stookey -- 95IL-001-036
                                                               Timula  -- 95IL-001-037 
The map unit representative pedon is: ???
Previously mapped Seaton or Seaton-Hickory.  In warm mesic areas correlates now to this undifferentiated unit.
46,896

 


856F
Stookey and Timula soils, 18 to 35 percent slopes
This map unit linked to dmu: 30883 
The taxonomic unit description is: Stookey -- 95IL-001-036
                                                               Timula  -- 95IL-001-037 
The map unit representative pedon is: ???
Previously mapped Seaton or Seaton-Hickory.  In warm mesic areas correlates now to this undifferentiated unit.
30,883

 


856G
Stookey and Timula soils, 35 to 60 percent slopes
This map unit linked to dmu: 30884 
The taxonomic unit description is: Stookey -- 95IL-001-036
                                                               Timula  -- 95IL-001-037 
The map unit representative pedon is: ???85IL-149-019 Stookey
Previously mapped Seaton or Seaton-Hickory.  In warm mesic areas correlates now to this undifferentiated unit.
30,884

 


864
Pits, quarries  
This map unit linked to dmu: 46015  
46,015

 


865
Pits, gravel 
This map unit linked to dmu: 43941  
43,941

 


943
274F
Seaton-Timula silt loam, 18 to 35 percent slopes
This map unit linked to dmu: 46939 Fulton Co.
The taxonomic unit description is: Seaton -- 83IL-195-120
                                                             Timula -- 95IL-001-037 
The map unit representative pedon is: ???94IL-057-115
Previously mapped consociation of Seaton.  This complex soil correlated in cool mesic area only.
46,939

 


1070L
Beaucoup silty clay loam, 0 to 2 percent slopes, undrained, occasionally flooded, long duration
This map unit linked to dmu: 30781 
The taxonomic unit description is: 95IL-149-032 001-008(OSD pedon) 
The map unit representative pedon is: 88IL-149-025 Most areas previously mapped 4070L.  These areas in protected areas are not 1070L and in unprotected areas are  3070L.
30,781

 


3028A
Jules silt loam, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 46904 
The taxonomic unit description is: Marshall Co. pedon 
The map unit representative pedon is: Marshall Co. pedon 
These soils are well drained with water table 4-6 ft.
46,904

 


3070A
Beaucoup silty clay loam, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 29048 
The taxonomic unit description is: 95IL-001-008 (OSD pedon) 
The map unit representative pedon is: 90IL-169-016
29,048

 


3070L
Beaucoup silty clay loam, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 31120 
The taxonomic unit description is: 95IL-001-008 (OSD pedon) 
The map unit representative pedon is: 81IL-017-062
31,120

 


3071L
Darwin silty clay, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 46664 
The taxonomic unit description is: 89IL-169-029 
The map unit representative pedon is: Madison Co. pedon
46,664

 


3092A
Sarpy loamy sand, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 46906 
The taxonomic unit description is: 92IL-203-036 
The map unit representative pedon is: Pike Co. pedon
46,906

 


3092L
Sarpy loamy fine sand, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 46907 
The taxonomic unit description is: 92IL-203-036 
The map unit representative pedon is: 92IL-203-036
46,907

 


3162A
Gorham silty clay loam, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 43757 
The taxonomic unit description is: 97IL-001-008 
The map unit representative pedon is: 97IL-001-008 ???
Previously mapped Ambraw sandy substratum, frequently flooded.
43,757

 


3302L
Ambraw clay loam, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 46913 
The taxonomic unit description is: 83IL-017-019 
The map unit representative pedon is: 83IL-017-019
These soils lack fluventic properties in some areas.
46,913

 


3331A
Haymond silt loam, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 30809 
The taxonomic unit description is: 97IL-001-018 
The map unit representative pedon is: 97IL-001-018 
These soils are more than 60 inches to the base of the cambic horizon.
30,809

 


3331L
Haymond silt loam, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 46914 
The taxonomic unit description is: 97IL-017-018 
The map unit representative pedon is:???
46,914

 


3333A
Wakeland silt loam, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 30810 
The taxonomic unit description is: 97IL-001-012 
The map unit representative pedon is: 97IL-001-012
30,810

 


3333L
Wakeland silt loam, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 29294 
The taxonomic unit description is: 97IL-001-012 
The map unit representative pedon is: Monroe Co. pedon
29,294

 


3404A
Titus silty clay loam, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 29055 
The taxonomic unit description is: 95IL-001-029 
The map unit representative pedon is: 84IL-195-324
29,055

 


3404L
Titus silty clay loam, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 46915 
The taxonomic unit description is: 95IL-001-029 
The map unit representative pedon is:???
46,915

 


3415A
Orion silt loam, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 29056 
The taxonomic unit description is: 89IL-169-010 
The map unit representative pedon is: 83IL-195-132
29,056

 


3415L
Orion silt loam, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 46918 
The taxonomic unit description is: 89IL-169-010 
The map unit representative pedon is:???
46,918

 


3428A
Coffeen silt loam, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 32368 
The taxonomic unit description is: 84IL-195-283 
The map unit representative pedon is: 84IL-195-283
32,368





 


3428L
Coffeen silt loam, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 46920 
The taxonomic unit description is: 84IL-195-283 
The map unit representative pedon is:???
46,920

 


3475A
Elsah gravelly loam, 0 to 2 percent slopes, frequently flooded
This map unit linked to dmu: 30815 
The taxonomic unit description is: 97IL-149-032 
The map unit representative pedon is: 97IL-149-032 
These soils are less acid than neutral in the C horizon than is typical for the series.
30,815

 


3475L
Elsah gravelly loam, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 46922 
The taxonomic unit description is: 97IL-149-032 
The map unit representative pedon is: ???
These soils are less acid than neutral in the C horizon than is typical for the series.
46,922




3877L
Blake-Slacwater silt loams, 0 to 2 percent slopes, frequently flooded, long duration
This map unit linked to dmu: 30821 
The taxonomic unit description is: 97IL-001-007 Blake
The taxonomic unit description is: 96IL-001-066 Slacwater
The map unit representative pedon is:97IL-001-007
The map unit representative pedon is: 96IL-001-066 Slacwater
This map unit is added to the legend for join purposes with Adams County.
30821
7088A
Sparta loamy fine sand, 0 to 2 percent slopes, rarely flooded
This map unit linked to dmu: 46923 
The taxonomic unit description is: 85IL-149-017 96IL-001-069
The map unit representative pedon is: 85IL-149-017 ???
These soils have surface textures that are near the loamy fine sand and fine sandy loam boundary.  The Bw horizon in these soils is thicker than is typical for the series.
46,923




7242A
Kendall silt loam, 0 to 2 percent slopes, rarely flooded
This map unit linked to dmu: 21111 
The taxonomic unit description is: 98IL-041-022 
The map unit representative pedon is: ??
Areas of  Kendall soils on rarely flooded positions will be correlated to this map unit.
21111
7430B
Raddle silt loam, 2 to 5 percent slopes
This unit is linked to DMU ID 29064 in Schuyler Co. w/ same rep. Pedons, Should these be linked to the same DMU?Yes
This map unit linked to dmu: 46899 29064
The taxonomic unit description is: 90IL-057-029 
The map unit representative pedon is: 90IL-057-029
46,899
29064

 


7815B
Udorthents, silty, undulating, rarely flooded
This map unit linked to dmu: 46903 
The map unit representative pedon is: ???
These soils are in settling basins on flood plains below the bluffs.  Properties vary too widely to classify at the series level.  Some areas have fluventic properties.
46,903

 


8070A
Beaucoup silty clay loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30865 
The taxonomic unit description is: 95IL-001-008 
The map unit representative pedon is: 95IL-001-008
30,865

 


8071A
Darwin silty clay loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 46925 47156
The taxonomic unit description is: 89IL-169-029 
The map unit representative pedon is: 89IL-169-029Has the same rep. Pedon as Schuyler Co., but has different surface texture and is linked to different DMU.See edits
46,925
47156

 


8092A
Sarpy loamy fine sand, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30868 
The taxonomic unit description is: Pike Woodford Co. typical pedon 
The map unit representative pedon is: 96IL-001-070 
These soils have a lower pH in the profile than defined for the series.
30,868

 


8162A
Gorham silty clay loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30869 
The taxonomic unit description is: 97IL-001-008 
The map unit representative pedon is: 97IL-001-008 
Previously mapped Ambraw sandy substratum, occasionally flooded in areas that are associated with dominantly silty soils.
30,869

 


8180A
Dupo silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30872 
The taxonomic unit description is: 96IL-001-058 
The map unit representative pedon is: 96IL-001-058
30,872

 


8183A
Shaffton silty clay loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 29081 
The taxonomic unit description is: 94IL-057-135 
The map unit representative pedon is: 94IL-057-135
29,081

 


8217A
Twomile silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30873 
The taxonomic unit description is: 95IL-001-027 
The map unit representative pedon is: 95IL-001-027 
These soils are not described with an Egx horizon even though there is some evidence of weak brittleness.
30,873

 


8284A
Tice silty clay loam, 0 to 2 percent slopes, occasionally floodedThis unit is linked to DMU 47157 in Schuyler Co., do they join? No
This map unit linked to dmu: 30874 
The taxonomic unit description is: 96IL-001-060 
The map unit representative pedon is: 96IL-001-060
These soils lack fluventic properties in some areas.
30,874

 


8288A
Petrolia silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 44634 
The taxonomic unit description is: Pike Co. typical pedon 
The map unit representative pedon is: Pike Co. typical pedon
44,634

 


8302A
Ambraw clay loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 29085 
The taxonomic unit description is: 83IL-017-019 
The map unit representative pedon is: 94IL-057-143 This map unit also includes areas previously mapped as Ambraw sandy substratum, occasionally flooded in areas that are dominantly loamy soils.  Areas that are dominantly silty soils, the Ambraw sandy substratum, occasionally flooded soils are correlated Gorham.
These soils lack fluventic properties in some areas.
29,085

 


8331A
Haymond silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 47206 
The taxonomic unit description is: 97IL-001-018 
The map unit representative pedon is: Madison Co. pedon 
These soils are more than 60 inches to the base of the cambic horizon.
47,206

 


8333A
Wakeland silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30875 
The taxonomic unit description is: 97IL-001-012 
The map unit representative pedon is:???
30,875

 


8349B
Zumbro sandy loam, 1 to 6 percent slopes, occasionally flooded.
This map unit linked to dmu: 30876 
The taxonomic unit description is: 97IL-001-015 
